,sax_X_std,sax_Y_std,sax_a,sax_s,sax_o,sax_dir,qbSneak,time,week,norm_o,o_minus_dir,quarter,down,yardsToGo,yardlineSide,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,absoluteYardlineNumber,preSnapHomeTeamWinProbability,expectedPoints,weight,position,age,time_diff,distance,height_inches,possessionTeam_ATL,possessionTeam_CAR,possessionTeam_NO,possessionTeam_TB,defensiveTeam_ATL,defensiveTeam_CAR,defensiveTeam_CIN,defensiveTeam_CLE,defensiveTeam_LA,defensiveTeam_LAC,defensiveTeam_NO,defensiveTeam_NYG,defensiveTeam_SEA,defensiveTeam_SF,defensiveTeam_TB,offenseFormation_EMPTY,offenseFormation_I_FORM,offenseFormation_JUMBO,offenseFormation_PISTOL,offenseFormation_SHOTGUN,offenseFormation_SINGLEBACK,offenseFormation_WILDCAT,receiverAlignment_1x1,receiverAlignment_2x0,receiverAlignment_2x1,receiverAlignment_2x2,receiverAlignment_3x1,receiverAlignment_3x2,receiverAlignment_4x1,pff_defensiveCoverageAssignment_2L,pff_defensiveCoverageAssignment_3L,pff_defensiveCoverageAssignment_3M,pff_defensiveCoverageAssignment_3R,pff_defensiveCoverageAssignment_4IL,pff_defensiveCoverageAssignment_4IR,pff_defensiveCoverageAssignment_4OR,pff_defensiveCoverageAssignment_CFL,pff_defensiveCoverageAssignment_CFR,pff_defensiveCoverageAssignment_DF,pff_defensiveCoverageAssignment_FL,pff_defensiveCoverageAssignment_FR,pff_defensiveCoverageAssignment_HCL,pff_defensiveCoverageAssignment_HCR,pff_defensiveCoverageAssignment_HOL,pff_defensiveCoverageAssignment_MAN,pff_defensiveCoverageAssignment_PRE,playOutcome,gameClock_min,gameClock_sec
190,abdlkiggge,abkdlegeei,jkfecaaaah,kjfecaaaah,onljiegdba,bdaeojilgn,,-1.29110606180979,-1.2869339485511535,131.82,-76.07,-1.3396605714005956,0.25639601847211035,0.4151395187057281,ATL,21,-0.8730950988565604,-0.9114526062971643,31,-0.8387283412940156,-1.1227338116970278,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.795005331261315,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GO,0.25683653346322616,0.531196687713316
191,abmdfhilid,ambljhfddh,khfecaaaaj,jiedaaaaag,aonildbjeg,aodnibegjl,,-1.2910327723689525,-1.2869339485511535,66.23,1.539999999999992,-1.3396605714005956,1.5061995959649597,0.4151395187057281,ATL,21,-0.8730950988565604,-0.9114526062971643,31,-0.8853437505272875,-1.7676733311393342,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.3152859699302282,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.25683653346322616,0.30202379192679246
192,abdmkkiehe,abndmkgiie,hkefcaaaaj,mljgecaaah,abijedgoln,baedoglnij,,-1.2905793772372265,-1.2869339485511535,80.88,-9.36999999999999,-1.3396605714005956,-0.993407559020739,0.4151395187057281,ATL,25,-0.8730950988565604,-0.13036303326854035,35,-1.4611589209752318,-0.5806098574689907,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.2445171985932006,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FLAT,-0.40544635156773456,0.8749560313931012
193,abkdeiiiig,ambhhljeed,ljhgecaaam,mjeghcaaal,deabnoljgi,gobnadeilj,0.0,-1.2902638995078035,-1.2869339485511535,87.17,-14.39,-1.3396605714005956,-0.993407559020739,0.4151395187057281,ATL,34,-0.8730950988565604,-0.13036303326854035,44,-1.457569875956729,-0.4337396751969991,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.2143975883677625,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.0677292365986955,0.7603695834998395
194,abdeeegiik,abbdkffhlh,hkfecaaaaj,kjhfcaaaae,onjaligbed,ebgnojldai,0.0,-1.2902094654412908,-1.2869339485511535,154.77,-91.29000000000002,-1.3396605714005956,-0.993407559020739,-0.8984128942801555,NO,49,-0.8730950988565604,-0.13036303326854035,61,-1.3038304256383286,0.4051827552301665,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.4436394609942158,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.2884901982756822,0.4739034637666851
195,abgedgiilm,ablgdeijnn,khfecaaaaj,jieecaaaag,odblijngea,bgonljedai,0.0,-1.2901801496649556,-1.2869339485511535,108.56,-89.83,-1.3396605714005956,-0.993407559020739,0.4151395187057281,NO,44,-0.8730950988565604,-0.13036303326854035,66,-1.3098197516774615,0.4201421100880748,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.5984946966239449,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.5092511599526692,1.505181494806041
196,aigdgbekkk,kabddfhffj,jgedaaaaai,jigdaaaaae,jienolgdba,diljnoageb,0.0,-1.2901521664239086,-1.2869339485511535,87.64,-24.880000000000003,-1.3396605714005956,0.25639601847211035,-1.423833859474509,NO,37,-0.8730950988565604,-0.13036303326854035,73,-1.3089314322664696,0.6090875878369459,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.8144978245717263,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.5092511599526692,-0.901133910952456
197,amdbddghjl,adheebeehe,jgedaaaaai,hgcaaaaaae,ondegabijl,jldbangeio,0.0,-1.290031238846527,-1.2869339485511535,82.05000000000001,-28.31,-0.47210221610607156,1.5061995959649597,-1.9492548246688624,NO,35,-0.8730950988565604,-0.13036303326854035,45,-1.3094163815942261,0.6306787053429157,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,0.1414565972193667,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,1.8021632652021349,-1.6459458222586574
198,abdnegijll,dabenmkiig,ojingedaal,oinljgdaae,onabdegilj,nlojigdbae,,-1.2900000575207888,-1.2869339485511535,75.75,-32.889999999999986,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,33,-0.8730950988565604,-0.13036303326854035,43,-1.2364756750037378,0.9472717592929464,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.721131930473176,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,1.5814023035251477,-0.38549489543277804
199,lkabdfhhhd,amljhhfddb,gecaaaaaah,gecaaaaaah,ioebadgnjl,jiedbnloga,0.0,-1.2899719410262132,-1.2869339485511535,97.02999999999996,-51.52000000000004,-0.47210221610607156,0.25639601847211035,-1.6865443420716857,NO,25,-0.8730950988565604,-0.13036303326854035,35,-1.2360460587490296,1.1655449309344172,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-1.024611387343121,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,1.3606413418481609,0.7030763595532086
200,abdmgeimjj,abmbjghddl,inhkfdbbam,nmhifaddak,kmniebaggd,gibeaojnld,0.0,-1.2899434913978152,-1.2869339485511535,87.19999999999999,-28.660000000000025,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,17,-0.8730950988565604,-0.13036303326854035,27,-1.172080136028414,1.5420245115978595,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.5305047784911985,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,1.1398803801711739,1.7343543905925645
201,bliadeeegk,abjiegeeed,giedaaaaaj,jiedaaaaag,olnjgbadei,lgiedabojn,0.0,-1.289913975741187,-1.2869339485511535,80.87,-9.889999999999986,-0.47210221610607156,-0.993407559020739,-0.8984128942801555,NO,5,-0.8730950988565604,-0.13036303326854035,15,-0.8870040757229888,2.122080321277325,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.7211319304730421,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,1.1398803801711739,-0.6719610151659324
202,abgdeeeeee,abmnkiiged,jgedaaaaai,jgedaaaaai,ndabeliojg,lnjgebadio,,-1.289551193009042,-1.2869339485511535,83.82,-26.98000000000001,-0.47210221610607156,-0.993407559020739,0.4151395187057281,ATL,21,-0.1751702264069286,-0.13036303326854035,89,-0.49338367044279335,-0.8065883475643902,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,0.5386978185093774,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,FLAT,0.6983584568172,-0.7865474630591942
203,abodegijnl,amdidhlfbi,jgedaaaaai,jegdaaaaai,aoeglnjidb,jidbalgone,0.0,-1.2895214774721204,-1.2869339485511535,45.42,189.58,-0.47210221610607156,0.25639601847211035,-1.1611233768773321,ATL,27,-0.1751702264069286,-0.13036303326854035,83,-0.4749396661522544,-0.7516191088863049,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.20506177230190076,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,0.4775974951402131,0.1874373440335307
204,abideggggg,abdgegiiik,jgedaaaaai,jigdaaaaae,odabeijlng,joebanidlg,,-1.289487897582864,-1.2869339485511535,78.22000000000003,-28.93999999999997,-0.47210221610607156,-0.993407559020739,0.4151395187057281,ATL,32,-0.1751702264069286,-0.13036303326854035,78,-0.4004676972978129,-0.4329107344441448,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.25264795943411983,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.25683653346322616,1.1041289271796249
205,abdlehhhke,adkbejgggg,mlhgecaaaj,mljehcaaag,aboeljnigd,noaldgiejb,,-1.2894211375649376,-1.2869339485511535,6.81,236.57,-0.47210221610607156,0.25639601847211035,3.0422443446774956,ATL,22,-0.1751702264069286,-0.13036303326854035,88,-0.6083393190017367,-1.4199040467867976,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.1818359777105887,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.25683653346322616,-0.901133910952456
206,ebedeeeeea,ecegeeeaaa,gecaaaaaah,gecaaaaaah,knmifddaah,dbiegjlona,,-1.2893919550421316,-1.2869339485511535,107.54,-71.13,-0.47210221610607156,1.5061995959649597,0.1524290361085514,ATL,33,-0.1751702264069286,-0.13036303326854035,77,-0.47483194947234664,-1.1014308630332752,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-1.024611387343052,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.03607557178623926,0.24473056798016157
207,abjdeehhhh,abjfdhhhhd,jgedaaaaai,jgedaaaaai,dlaogbeijn,njdebilgao,,-1.2890874707288342,-1.2869339485511535,82.76999999999998,-31.40000000000001,-0.47210221610607156,-0.993407559020739,0.4151395187057281,ATL,18,-0.1751702264069286,-0.13036303326854035,92,-0.45906263529400365,-0.9645589645108232,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.2264917915775302,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ANGLE,-0.8469682749217085,1.0468357032329938
208,ahbddfiiii,jdgaeebeie,jgedaaaaai,jiedaaaaag,oabjlniged,eganjlibdo,0.0,-1.2890434970643316,-1.2869339485511535,72.37,-34.900000000000006,-0.47210221610607156,-0.993407559020739,0.4151395187057281,ATL,42,-0.1751702264069286,-0.13036303326854035,68,-0.35182235533864953,-0.27623713260313815,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.5307074990335986,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-0.8469682749217085,-0.6146677912193016
209,abmdegglii,aibelnldgj,lmhgecaaaj,mljgecaaah,iabolnjged,jlnaedgoib,0.0,-1.2890148475556407,-1.2869339485511535,86.91000000000003,-22.46999999999997,-0.47210221610607156,0.25639601847211035,-1.1611233768773321,ATL,48,-0.1751702264069286,-0.13036303326854035,62,-0.35120953238003083,-0.07285710970768887,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.585124221706549,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.0677292365986955,0.35931701587342335
210,akbddfffhj,ideeeeeaah,hecaaaaaag,hecaaaaaag,ondbaegijl,ebalniogjd,0.0,-1.2888779295548036,-1.2869339485511535,57.94,-42.98000000000002,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,37,-0.1751702264069286,-0.13036303326854035,47,-0.11899490604944078,0.6737142170946917,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.41435846389109304,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,-1.0677292365986955,-1.6459458222586574
211,abdegiiiii,abedgiiiig,mlhgecaaaj,mlhjgcaaae,aonljidbeg,ijnldgebao,,-1.2888501461940498,-1.2869339485511535,12.4,231.11,-0.47210221610607156,0.25639601847211035,-0.6357024116829788,NO,33,-0.1751702264069286,-0.13036303326854035,43,-0.09699058345370674,0.7532141454649891,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.4436394609942638,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SCREEN,-1.2884901982756822,-0.38549489543277804
212,abdogijlne,abiedgjjjl,mlghecaaaj,mljegcaaah,aeodnljigb,noejabgild,,-1.288812502072165,-1.2869339485511535,31.67,209.37,-0.47210221610607156,1.5061995959649597,-0.8984128942801555,NO,32,-0.1751702264069286,-0.13036303326854035,42,-0.1666953042836039,0.4964253074171624,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,2.017950417205867,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GO,-1.2884901982756822,-0.843840687005825
213,eeebbbbeea,ieheeedaae,daaaaaaaae,daaaaaaaae,ihbbadfkmn,lejidbaong,,-1.2885483935780928,-1.2869339485511535,113.47,-127.92,-0.47210221610607156,-0.993407559020739,0.4151395187057281,ATL,39,0.12394043321434221,-0.13036303326854035,71,0.1258189699478021,-0.73211617924041,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-1.0246113873430174,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-1.5092511599526692,-0.3282016714861472
214,linojgadea,bfbadhikkk,nmigegdbak,mkngiieaad,dajnnligeb,alnodgeijb,,-1.2885043532868259,-1.2869339485511535,101.57999999999998,-138.13,-0.47210221610607156,-0.993407559020739,0.4151395187057281,NO,30,0.12394043321434221,-0.13036303326854035,40,0.21669845222202988,0.0016398608519399098,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.9044997794009719,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-1.5092511599526692,-0.7865474630591942
215,abigdejlnn,mebadehjlh,jonlgiebda,nmjedikgab,nmgdeiiabk,jlnabdgieo,,-1.288495158793339,-1.2869339485511535,83.44,25.360000000000014,-0.47210221610607156,0.25639601847211035,-1.6865443420716857,NO,22,0.12394043321434221,-0.13036303326854035,32,0.29624188547069946,0.09152794454212358,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.8469388596537888,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,-1.5092511599526692,-1.4167729264721338
216,abnkdeiggm,aibegjmmjd,kjfecaaaah,khjecaaaaf,onabejligd,badjilonge,,-1.2874563809096151,-1.2869339485511535,109.17,-33.91,0.39545613918845246,-0.993407559020739,0.4151395187057281,ATL,25,0.42305109283561304,0.2043896408865842,35,0.16407922786687315,-0.482228259962052,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,1.2821270141110106,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,None,0.4775974951402131,-0.7865474630591942
217,akbbfjhffd,gadjebeegk,gecaaaaaah,hecaaaaaag,odaneibgjl,bagideljno,0.0,-1.2874353934788298,-1.2869339485511535,93.24,-13.009999999999993,0.39545613918845246,0.25639601847211035,-1.9492548246688624,ATL,34,0.42305109283561304,0.2043896408865842,44,0.31395864926174144,-0.083482557679941,0.6986396931015829,T,0.35678961684423854,-0.003332881631544779,-0.33835533242479954,0.6393393540372085,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rush,0.25683653346322616,0.9322492553397321
